clade_name,pfpos_10_met_abs,pfpos_9_met_abs,pfpos_8_met_abs,pfpos_7_met_abs,pfpos_6_met_abs,pfpos_5_met_abs,pfpos_4_met_abs,pfpos_3_met_abs,pfpos_2_met_abs,pfpos_1_met_abs,RDS_9_met_abs,RDS_8_met_abs,RDS_7_met_abs,RDS_6_met_abs,RDS_5_met_abs,RDS_4_met_abs,RDS_3_met_abs,RDS_2_met_abs,RDS_1_met_abs,SMA_13_met_abs,SMA_12_met_abs,SMA_11_met_abs,SMA_10_met_abs,SMA_9_met_abs,SMA_8_met_abs,SMA_7_met_abs,SMA_6_met_abs,SMA_5_met_abs,SMA_4_met_abs,SMA_3_met_abs,SMA_2_met_abs,SMA_1_met_abs,CM_9_met_abs,CM_8_met_abs,CM_7_met_abs,CM_6_met_abs,CM_5_met_abs,CM_4_met_abs,CM_3_met_abs,CM_2_met_abs,CM_1_met_abs
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_stercoris,0,0,201901,0,125311,182588,1237238,216033,41424,0,0,0,9505,3316,0,0,0,9060,0,0,0,0,0,0,0,0,859,0,0,0,0,214300,2629,653794,0,9639,770839,0,0,0,58259
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_stercoris|t__SGB4788_group,0,0,201901,0,125311,182588,1237238,216033,41424,0,0,0,9505,3316,0,0,0,9060,0,0,0,0,0,0,0,0,859,0,0,0,0,214300,2629,653794,0,9639,770839,0,0,0,58259
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae,118911,1783349,834083,736411,3146913,1490772,2034158,746522,1108564,1093322,285138,350915,672631,269257,0,1826766,31027,111701,0,1344359,1259389,2526318,648,109065,0,0,1665845,3961207,180843,1047192,688795,654657,19446,1886282,107599,83460,3111481,324045,0,718392,151686
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae|t__SGB4837_group,118911,1783349,834083,736411,3146913,1490772,2034158,746522,1108564,1093322,285138,350915,672631,269257,0,1826766,31027,111701,0,1344359,1259389,2526318,648,109065,0,0,1665845,3961207,180843,1047192,688795,654657,19446,1886282,107599,83460,3111481,324045,0,718392,151686
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio,0,507340,2819426,0,84826,184469,73859,0,105922,0,0,0,0,0,0,0,0,0,0,513962,0,0,0,0,0,0,0,0,0,0,0,3696,39587,6061209,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus,0,507340,2819426,0,84826,184469,73859,0,105922,0,0,0,0,0,0,0,0,0,0,513962,0,0,0,0,0,0,0,0,0,0,0,3696,39587,6061209,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus|t__SGB5065,0,507340,2819426,0,84826,184469,73859,0,105922,0,0,0,0,0,0,0,0,0,0,513962,0,0,0,0,0,0,0,0,0,0,0,3696,39587,6061209,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catenibacillus,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4203,0,0,0,0,0,0,0,0,29157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catenibacillus|s__Catenibacillus_scindens,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4203,0,0,0,0,0,0,0,0,29157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Catenibacillus|s__Catenibacillus_scindens|t__SGB59869,0,0,0,0,0,0,0,0,0,0,0,0,0,1330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4203,0,0,0,0,0,0,0,0,29157
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus,640469,87482,254584,753196,871512,1355886,1759970,213217,5228708,97051,189054,268742,3968,2716,0,30392,220824,111153,0,568813,236520,123342,0,73447,0,0,522456,0,58,48786,0,258451,10146,1998991,0,6888,15256,26469,0,5645,17540
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_SGB26904,0,0,0,0,0,0,1196728,24334,4751562,0,0,0,0,0,0,0,0,0,0,59243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_SGB26904|t__SGB26904,0,0,0,0,0,0,1196728,24334,4751562,0,0,0,0,0,0,0,0,0,0,59243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1744
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_SGB5116,0,0,0,0,0,925007,11796,67384,0,0,0,0,0,0,0,0,9574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_SGB5116|t__SGB5116,0,0,0,0,0,925007,11796,67384,0,0,0,0,0,0,0,0,9574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_SGB5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_SGB5119|t__SGB5119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,897,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus,163233,10693,53293,19003,195155,114765,4129,39322,274725,97051,3405,11974,1969,103,0,1618,65500,80808,0,54991,147236,13375,0,56867,0,0,128295,0,0,23834,0,47719,0,46233,0,1899,8661,1726,0,0,9202
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus|t__SGB4670,163233,10693,53293,19003,195155,114765,4129,39322,274725,97051,3405,11974,1969,103,0,1618,65500,80808,0,54991,147236,13375,0,56867,0,0,128295,0,0,23834,0,47719,0,46233,0,1899,8661,1726,0,0,9202
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes,206499,76789,199022,11350,536490,109016,144385,71941,83802,0,185649,82600,1999,2613,0,28774,114912,30345,0,223077,89284,38252,0,16580,0,0,394161,0,58,18754,0,210732,0,176614,0,2449,6595,23846,0,1953,6594
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes|t__SGB4577_group,206499,76789,199022,11350,536490,109016,144385,71941,83802,0,185649,82600,1999,2613,0,28774,114912,30345,0,223077,89284,38252,0,16580,0,0,394161,0,58,18754,0,210732,0,176614,0,2449,6595,23846,0,1953,6594
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus,270737,0,2269,722843,139867,207098,372716,10236,118619,0,0,174168,0,0,0,0,9092,0,0,231502,0,71715,0,0,0,0,0,0,0,6198,0,0,10146,1776144,0,2540,0,0,0,3692,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__SGB5117,266428,0,400,722843,132698,207098,372716,10236,110677,0,0,174168,0,0,0,0,5395,0,0,16260,0,71715,0,0,0,0,0,0,0,0,0,0,9488,1501708,0,2540,0,0,0,3692,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__SGB5118,4309,0,0,0,0,0,0,0,7741,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,658,274436,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus|t__SGB5121,0,0,1869,0,7169,0,0,0,201,0,0,0,0,0,0,0,3697,0,0,215242,0,0,0,0,0,0,0,0,0,6198,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_OM04_5BH,0,0,0,0,0,0,30216,0,0,0,0,0,0,0,0,0,21746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_sp_OM04_5BH|t__SGB5115,0,0,0,0,0,0,30216,0,0,0,0,0,0,0,0,0,21746,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea,1677755,1147896,729274,618156,1559454,1327856,829037,1155261,690787,870968,665341,1114618,185608,187426,0,147161,947257,663402,0,666190,1337873,1140658,0,285672,0,4899,1896716,427698,33658,1008949,620864,1971528,11408,1775684,113468,47181,1184652,71826,9030,388880,72287
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans,304886,285655,139662,192714,306961,269749,153971,128696,373825,210097,196324,250035,3240,27772,0,116236,212971,192196,0,201894,12167,414056,0,78071,0,0,276309,423871,3348,378965,504177,373925,1328,256916,40650,18866,72156,21184,1275,105839,11917
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans|t__SGB4575,304886,285655,139662,192714,306961,269749,153971,128696,373825,210097,196324,250035,3240,27772,0,116236,212971,192196,0,201894,12167,414056,0,78071,0,0,276309,423871,3348,378965,504177,373925,1328,256916,40650,18866,72156,21184,1275,105839,11917
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena,1311142,769396,520659,425442,949567,1027366,650180,992406,145960,660871,468171,670042,150488,122454,0,30925,304636,184859,0,153391,1325706,482301,0,206821,0,4899,1529642,3827,26161,444937,0,1275195,10080,1495409,66660,28315,998154,34213,0,162087,32518
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__SGB4581,1283139,0,0,0,275550,46757,1230,9008,0,0,0,202336,0,0,0,0,22184,15354,0,79560,0,0,0,0,0,0,297085,0,0,0,0,5275,0,33314,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena|t__SGB4582_group,28003,769396,520659,425442,674017,980609,648950,983398,145960,660871,468171,467706,150488,122454,0,30925,282452,169505,0,73831,1325706,482301,0,206821,0,4899,1232557,3827,26161,444937,0,1269920,10080,1462095,66660,28315,998154,34213,0,162087,32518
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF24_7LB,3580,0,18557,0,103412,0,5265,3990,71529,0,0,102175,174,0,0,0,140751,161960,0,144045,0,87672,0,0,0,0,46836,0,0,87694,0,57704,0,2328,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF24_7LB|t__SGB4571,3580,0,18557,0,103412,0,5265,3990,71529,0,0,102175,174,0,0,0,140751,161960,0,144045,0,87672,0,0,0,0,46836,0,0,87694,0,57704,0,2328,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF36_15AT,58147,92845,50396,0,199514,30741,19621,30169,99473,0,846,92366,31706,37200,0,0,288899,124387,0,166860,0,156629,0,780,0,0,43929,0,4149,97353,116687,264704,0,21031,6158,0,114342,16429,7755,120954,27852
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_sp_AF36_15AT|t__SGB4552_group,58147,92845,50396,0,199514,30741,19621,30169,99473,0,846,92366,31706,37200,0,0,288899,124387,0,166860,0,156629,0,780,0,0,43929,0,4149,97353,116687,264704,0,21031,6158,0,114342,16429,7755,120954,27852
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Eisenbergiella|s__Eisenbergiella_tayi|t__SGB4988,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,91
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster,0,0,0,0,9525,2998,573,0,0,41167,48796,1012,1203455,636783,0,142898,73428,951825,7768,2791,0,145756,264,51359,0,1457,1749,99076,1485626,73041,0,24016,0,0,1947488,9172,0,0,128777,5161,49692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldensis,0,0,0,0,0,0,0,0,0,0,0,0,0,65273,0,42401,0,0,0,0,0,56915,0,0,0,0,0,51390,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_aldensis|t__SGB4762,0,0,0,0,0,0,0,0,0,0,0,0,0,65273,0,42401,0,0,0,0,0,56915,0,0,0,0,0,51390,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_asparagiformis,0,0,0,0,0,0,0,0,0,0,0,0,227372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,139569,6105,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_asparagiformis|t__SGB4724,0,0,0,0,0,0,0,0,0,0,0,0,227372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803,0,0,0,0,0,139569,6105,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae,0,0,0,0,0,0,0,0,0,29170,29031,1012,809205,331953,0,39333,0,880011,7768,0,0,58831,264,24380,0,0,0,36021,1167484,0,0,0,0,0,1607280,2779,0,0,110319,0,49692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_bolteae|t__SGB4758_group,0,0,0,0,0,0,0,0,0,29170,29031,1012,809205,331953,0,39333,0,880011,7768,0,0,58831,264,24380,0,0,0,36021,1167484,0,0,0,0,0,1607280,2779,0,0,110319,0,49692
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae,0,0,0,0,9525,2998,573,0,0,11572,19765,0,0,192081,0,19801,73428,30747,0,2791,0,0,0,0,0,1457,1749,10939,294811,73041,0,24016,0,0,200639,288,0,0,13362,5161,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_citroniae|t__SGB4761,0,0,0,0,9525,2998,573,0,0,11572,19765,0,0,192081,0,19801,73428,30747,0,2791,0,0,0,0,0,1457,1749,10939,294811,73041,0,24016,0,0,200639,288,0,0,13362,5161,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis,0,0,0,0,0,0,0,0,0,425,0,0,166878,45780,0,41363,0,0,0,0,0,0,0,26979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5096,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_clostridioformis|t__SGB4760,0,0,0,0,0,0,0,0,0,425,0,0,166878,45780,0,41363,0,0,0,0,0,0,0,26979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5096,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,0,0,0,41067,0,0,0,30010,0,0,0,0,0,726,22528,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Enterocloster|s__Enterocloster_lavalensis|t__SGB4725,0,0,0,0,0,0,0,0,0,0,0,0,0,1696,0,0,0,41067,0,0,0,30010,0,0,0,0,0,726,22528,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena,0,109495,59893,0,5167,7720,126291,65693,43522,0,8660,18937,7333,6130,0,9261,26217,54797,0,429,510587,581235,0,2643,0,0,1269771,25430,40695,11888,0,260245,945,430222,444,226,556675,15844,0,8415,209904
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_contorta,0,0,0,0,5167,4907,0,0,0,0,994,0,7333,0,0,4400,18654,25837,0,0,0,16646,0,2643,0,0,0,25430,40695,0,0,3849,0,0,444,0,0,0,0,0,208649
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_contorta|t__SGB4613,0,0,0,0,5167,4907,0,0,0,0,994,0,7333,0,0,4400,18654,25837,0,0,0,16646,0,2643,0,0,0,25430,40695,0,0,3849,0,0,444,0,0,0,0,0,208649
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_fissicatena,0,109495,59893,0,0,2813,126291,65693,43522,0,7666,18937,0,6130,0,4861,7563,28960,0,429,510587,564589,0,0,0,0,1269696,0,0,11888,0,256396,945,430222,0,226,556675,15844,0,8415,1255
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_fissicatena|t__SGB4871_group,0,109495,59893,0,0,2813,126291,65693,43522,0,7666,18937,0,6130,0,4861,7563,28960,0,429,510587,564589,0,0,0,0,1269696,0,0,11888,0,256396,945,430222,0,226,556675,15844,0,8415,1255
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_orotica,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Faecalicatena|s__Faecalicatena_orotica|t__SGB4616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter,9528,3560271,395798,726933,261800,451754,2977721,625535,856741,454201,223828,91159,659854,1985,0,174777,144736,127364,0,295076,735236,281196,0,150683,0,172904,2042748,22791,0,47305,264844,43046,3431,645959,0,193333,1147255,107824,0,35855,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans,9528,3560271,395798,726933,261800,451754,2977721,625535,856741,454201,223828,91159,659854,1985,0,174777,144736,127364,0,295076,735236,281196,0,150683,0,172904,2042748,22791,0,47305,264844,43046,3431,645959,0,193333,1147255,107824,0,35855,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans|t__SGB4874,9528,3560271,395798,726933,261800,451754,2977721,625535,856741,454201,223828,91159,659854,1985,0,174777,144736,127364,0,295076,735236,281196,0,150683,0,172904,2042748,22791,0,47305,264844,43046,3431,645959,0,193333,1147255,107824,0,35855,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB13242,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7446,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB13242|s__GGB13242_SGB20471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7446,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB13242|s__GGB13242_SGB20471|t__SGB20471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7446,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB13253,0,0,9539,0,7518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB13253|s__GGB13253_SGB20482,0,0,9539,0,7518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB13253|s__GGB13253_SGB20482|t__SGB20482,0,0,9539,0,7518,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB13294,0,0,0,0,0,55257,0,0,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB13294|s__GGB13294_SGB20534,0,0,0,0,0,55257,0,0,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB13294|s__GGB13294_SGB20534|t__SGB20534,0,0,0,0,0,55257,0,0,2109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3420|s__GGB3420_SGB4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3420|s__GGB3420_SGB4539|t__SGB4539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,865,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3463,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3463|s__GGB3463_SGB4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3463|s__GGB3463_SGB4621|t__SGB4621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,976,0,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3474|s__GGB3474_SGB4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325,0,0,0,0,0,0,0,0,0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__GGB3474|s__GGB3474_SGB4637|t__SGB4637,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3325,0,0,0,0,0,0,0,0,0
